#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"viral segment Unknown","NC_002816.1",62816,63286,"+",921458,"orf79","CpGVgp079","NP_148863.1",156,"ORF79 similar to AcMNPV ORF150"
"viral segment Unknown","NC_002816.1",63283,63588,"-",921463,"orf80 lef-6","CpGVgp080","NP_148864.1",101,"ORF80 LEF-6"
"viral segment Unknown","NC_002816.1",63667,64539,"-",921469,"orf81 dbp","CpGVgp081","NP_148865.1",290,"ORF81 DBP"
"viral segment Unknown","NC_002816.1",64566,65486,"-",921471,"orf82","CpGVgp082","NP_148866.1",306,"ORF82 similar to XcGV ORF90"
"viral segment Unknown","NC_002816.1",65328,66647,"+",921472,"orf83","CpGVgp083","NP_148867.1",439,"ORF83 similar to AcMNPV ORF103"
"viral segment Unknown","NC_002816.1",66679,67008,"+",921473,"orf84","CpGVgp084","NP_148868.1",109,"ORF84 similar to AcMNPV ORF102"
"viral segment Unknown","NC_002816.1",67067,68209,"+",921474,"orf85","CpGVgp085","NP_148869.1",380,"ORF85 similar to AcMNPV ORF101"
"viral segment Unknown","NC_002816.1",68241,68390,"+",921475,"orf86 p6.9","CpGVgp086","NP_148870.1",49,"ORF86 P6.9"
"viral segment Unknown","NC_002816.1",68491,69219,"-",921476,"orf87 lef-5","CpGVgp087","NP_148871.1",242,"ORF87 LEF-5"
"viral segment Unknown","NC_002816.1",69043,70074,"+",921477,"orf88","CpGVgp088","NP_148872.1",343,"ORF88 similar to AcMNPV ORF98"
"viral segment Unknown","NC_002816.1",70242,70727,"-",921478,"orf89","CpGVgp089","NP_148873.1",161,"ORF89 similar to AcMNPV ORF96"
"viral segment Unknown","NC_002816.1",70711,74106,"+",921479,"orf90 helicase","CpGVgp090","NP_148874.1",1131,"ORF90 HELICASE"
"viral segment Unknown","NC_002816.1",74218,74859,"-",921480,"orf91 odv-e25","CpGVgp091","NP_148875.1",213,"ORF91 ODV-E25"
"viral segment Unknown","NC_002816.1",74949,75434,"-",921481,"orf92","CpGVgp092","NP_148876.1",161,"ORF92 similar to AcMNPV ORF93"
"viral segment Unknown","NC_002816.1",75498,76253,"+",921482,"orf93","CpGVgp093","NP_148877.1",251,"ORF93 similar to AcMNPV ORF92"
"viral segment Unknown","NC_002816.1",76297,77028,"-",921483,"orf94 iap","CpGVgp094","NP_148878.1",243,"ORF94 IAP"
"viral segment Unknown","NC_002816.1",77033,78475,"-",921484,"orf95 lef-4","CpGVgp095","NP_148879.1",480,"ORF95 LEF-4"
"viral segment Unknown","NC_002816.1",78547,79404,"+",921487,"orf96 vp39capsid","CpGVgp096","NP_148880.1",285,"ORF96 VP39capsid"
"viral segment Unknown","NC_002816.1",79546,80412,"+",921348,"orf97 odv-ec27","CpGVgp097","NP_148881.1",288,"ORF97 ODV-EC27"
"viral segment Unknown","NC_002816.1",80726,81211,"+",921423,"orf98 ptp-2","CpGVgp098","NP_148882.1",161,"ORF98 PTP-2"
"viral segment Unknown","NC_002816.1",81302,82486,"-",921375,"orf99","CpGVgp099","NP_148883.1",394,"ORF99 similar to XcGV ORF113"
"viral segment Unknown","NC_002816.1",82518,82844,"+",921433,"orf100","CpGVgp100","NP_148884.1",108,"ORF100 similar to XcGV ORF116"
"viral segment Unknown","NC_002816.1",82879,84876,"-",921416,"orf101 vp91capsid","CpGVgp101","NP_148885.1",665,"ORF101 VP91 capsid"
"viral segment Unknown","NC_002816.1",84857,85507,"+",921429,"orf102 tlp20","CpGVgp102","NP_148886.1",216,"ORF102 TLP20"
"viral segment Unknown","NC_002816.1",85482,86057,"+",921393,"orf103","CpGVgp103","NP_148887.1",191,"ORF103 similar to AcMNPV ORF81"
"viral segment Unknown","NC_002816.1",86083,86952,"+",921444,"orf104 gp41","CpGVgp104","NP_148888.1",289,"ORF104 GP41"
"viral segment Unknown","NC_002816.1",86956,87291,"+",921410,"orf105","CpGVgp105","NP_148889.1",111,"ORF105 similar to AcMNPV ORF78"
"viral segment Unknown","NC_002816.1",87248,88384,"+",921439,"orf106 vlf-1","CpGVgp106","NP_148890.1",378,"ORF106 VLF-1"
"viral segment Unknown","NC_002816.1",88480,88734,"+",921403,"orf107","CpGVgp107","NP_148891.1",84,"ORF107 similar to AcMNPV ORF76"
"viral segment Unknown","NC_002816.1",88846,89292,"+",921446,"orf108","CpGVgp108","NP_148892.1",148,"ORF108 similar to AcMNPV ORF75"
"viral segment Unknown","NC_002816.1",89387,89962,"-",921400,"orf109","CpGVgp109","NP_148893.1",191,"ORF109"
"viral segment Unknown","NC_002816.1",90293,90700,"-",921408,"orf110","CpGVgp110","NP_148894.1",135,"ORF110"
"viral segment Unknown","NC_002816.1",90820,93975,"-",921353,"orf111 dnapol","CpGVgp111","NP_148895.1",1051,"ORF111 DNAPOL"
"viral segment Unknown","NC_002816.1",93917,96073,"+",921447,"orf112 desmoplakin","CpGVgp112","NP_148896.1",718,"ORF112 DESMOPLAKIN"
"viral segment Unknown","NC_002816.1",96284,97345,"-",921374,"orf113 lef-3","CpGVgp113","NP_148897.1",353,"ORF113 LEF-3"
"viral segment Unknown","NC_002816.1",97314,97694,"+",921361,"orf114","CpGVgp114","NP_148898.1",126,"ORF114 similar to AcMNPV ORF68"
"viral segment Unknown","NC_002816.1",97816,98322,"+",921488,"orf115","CpGVgp115","NP_148899.1",168,"ORF115 similar to XcGV ORF136"
"viral segment Unknown","NC_002816.1",98504,99331,"+",921425,"orf116 iap-5","CpGVgp116","NP_148900.1",275,"ORF116 IAP-5"
"viral segment Unknown","NC_002816.1",99306,100805,"+",921398,"orf117 lef-9","CpGVgp117","NP_148901.1",499,"ORF117 LEF-9"
"viral segment Unknown","NC_002816.1",100841,101326,"+",921424,"orf118 fp","CpGVgp118","NP_148902.1",161,"ORF118 FP"
"viral segment Unknown","NC_002816.1",101439,101927,"+",921409,"orf119","CpGVgp119","NP_148903.1",162,"ORF119 similar to XcGV ORF169"
"viral segment Unknown","NC_002816.1",101978,103690,"-",921414,"orf120 dnaligase","CpGVgp120","NP_148904.1",570,"ORF120 DNALIGASE"
"viral segment Unknown","NC_002816.1",103990,104205,"+",921376,"orf121","CpGVgp121","NP_148905.1",71,"ORF121 similar to XcGV ORF142"
"viral segment Unknown","NC_002816.1",104299,104499,"+",921407,"orf122","CpGVgp122","NP_148906.1",66,"ORF122 similar to XcGV ORF143"
"viral segment Unknown","NC_002816.1",104589,105791,"-",921486,"orf123 fgf","CpGVgp123","NP_148907.1",400,"ORF123 FGF"
"viral segment Unknown","NC_002816.1",105945,106244,"+",921417,"orf124","CpGVgp124","NP_148908.1",99,"ORF124"
"viral segment Unknown","NC_002816.1",106407,107603,"+",921462,"orf125 alk-exo","CpGVgp125","NP_148909.1",398,"ORF125 ALK-EXO"
"viral segment Unknown","NC_002816.1",107527,108900,"+",921415,"orf126 helicase-2","CpGVgp126","NP_148910.1",457,"ORF126 HELICASE-2"
"viral segment Unknown","NC_002816.1",108989,110863,"-",921431,"orf127 rr1","CpGVgp127","NP_148911.1",624,"ORF127 RR1"
"viral segment Unknown","NC_002816.1",110991,112079,"+",921420,"orf128 rr2a","CpGVgp128","NP_148912.1",362,"ORF128 RR2A"
"viral segment Unknown","NC_002816.1",112112,112498,"-",921440,"orf129","CpGVgp129","NP_148913.1",128,"ORF129"
"viral segment Unknown","NC_002816.1",112675,113091,"-",921377,"orf130","CpGVgp130","NP_148914.1",138,"ORF130 similar to PxGV ORF108"
"viral segment Unknown","NC_002816.1",113169,115790,"-",921358,"orf131 lef-8","CpGVgp131","NP_148915.1",873,"ORF131 LEF-8"
"viral segment Unknown","NC_002816.1",115878,116273,"+",921460,"orf132","CpGVgp132","NP_148916.1",131,"ORF132 similar to XcGV ORF165"
"viral segment Unknown","NC_002816.1",116336,116524,"-",921428,"orf133","CpGVgp133","NP_148917.1",62,"ORF133 similar to XcGV ORF170"
"viral segment Unknown","NC_002816.1",116514,116915,"+",921464,"orf134","CpGVgp134","NP_148918.1",133,"ORF134 similar to AcMNPV ORF53"
"viral segment Unknown","NC_002816.1",117049,118113,"-",921427,"orf135","CpGVgp135","NP_148919.1",354,"ORF135 similar to XcGV ORF172"
"viral segment Unknown","NC_002816.1",118119,118340,"-",921422,"orf136","CpGVgp136","NP_148920.1",73,"ORF136 similar to XcGV ORF173"
"viral segment Unknown","NC_002816.1",118291,118560,"+",921401,"orf137 lef-10","CpGVgp137","NP_148921.1",89,"ORF137 LEF-10"
"viral segment Unknown","NC_002816.1",118418,119416,"+",921453,"orf138 vp1054","CpGVgp138","NP_148922.1",332,"ORF138 VP1054"
"viral segment Unknown","NC_002816.1",119306,119626,"-",921436,"orf139","CpGVgp139","NP_148923.1",106,"ORF139"
"viral segment Unknown","NC_002816.1",119727,120770,"+",921455,"orf140","CpGVgp140","NP_148924.1",347,"ORF140 similar to XcGV ORF178"
"viral segment Unknown","NC_002816.1",120853,122307,"-",921379,"orf141 egt","CpGVgp141","NP_148925.1",484,"ORF141 EGT"
"viral segment Unknown","NC_002816.1",122325,122528,"+",921456,"orf142","CpGVgp142","NP_148926.1",67,"ORF142"
"viral segment Unknown","NC_002816.1",122501,123412,"+",921437,"orf143 me53","CpGVgp143","NP_148927.1",303,"ORF143 ME53"
